CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,France,Germany,Spain,Female,Male,Exited
850,61,1,0.0,1,1,0,53067.83,1,0,0,0,1,1
595,46,5,142360.62,2,1,0,48421.4,0,1,0,0,1,1
647,26,8,109958.15,1,1,1,136592.24,0,0,1,1,0,1
682,29,6,101012.77,1,0,0,32589.89,0,1,0,1,0,1
794,57,3,117056.46,1,1,0,93336.93,0,1,0,0,1,1
645,49,5,110132.55,3,0,1,187689.91,0,0,1,1,0,1
628,50,4,122227.71,1,0,1,14217.77,0,1,0,0,1,1
739,58,1,110597.76,1,0,1,160122.66,0,1,0,0,1,1
783,38,1,0.0,3,1,1,80178.54,0,0,1,0,1,1
591,40,1,86376.29,1,0,1,136767.16,0,0,1,1,0,1
622,52,9,111973.97,1,1,1,162756.29,0,1,0,1,0,1
728,45,3,108924.33,2,1,0,84300.4,0,1,0,0,1,1
654,32,9,121455.65,1,1,0,190068.53,1,0,0,0,1,1
657,38,5,123770.46,1,0,0,47019.66,0,1,0,1,0,1
476,37,4,0.0,1,1,1,55775.84,1,0,0,0,1,1
551,27,2,113873.22,1,1,1,85129.77,0,0,1,0,1,1
626,44,2,0.0,1,0,1,173117.22,1,0,0,1,0,1
644,32,8,141528.88,1,1,1,167087.34,0,1,0,1,0,1
496,59,7,91680.1,2,1,0,163141.18,0,1,0,1,0,1
589,59,2,0.0,2,1,1,126160.24,1,0,0,1,0,1
811,46,9,180226.24,1,1,0,13464.64,1,0,0,0,1,1
772,48,6,108736.52,1,1,0,184564.67,0,1,0,1,0,1
762,56,10,100260.88,3,1,1,77142.42,0,1,0,0,1,1
632,48,6,126066.26,1,1,0,64345.61,0,1,0,0,1,1
551,42,2,139561.46,1,1,0,43435.43,1,0,0,0,1,1
841,52,5,0.0,1,0,0,183239.71,1,0,0,1,0,1
469,31,6,0.0,1,1,0,146213.75,0,0,1,1,0,1
602,56,3,115895.22,3,1,0,4176.17,1,0,0,1,0,1
559,45,8,24043.45,1,0,1,169781.45,1,0,0,0,1,1
672,50,1,0.0,1,1,0,12106.82,1,0,0,1,0,1
778,29,6,150358.97,1,1,0,62454.01,0,1,0,1,0,1
601,40,3,92055.36,1,0,1,164652.02,1,0,0,1,0,1
695,53,8,95231.91,1,0,0,70140.8,0,1,0,1,0,1
550,52,5,121016.23,1,1,1,41730.37,0,1,0,0,1,1
792,47,0,0.0,1,1,1,5557.88,0,0,1,0,1,1
850,40,6,0.0,1,1,0,136985.08,1,0,0,0,1,1
768,26,5,51116.26,1,1,1,70454.79,1,0,0,1,0,1
587,40,2,0.0,4,0,1,106174.7,1,0,0,0,1,1
667,56,8,137464.04,1,1,0,130846.79,0,1,0,1,0,1
502,42,0,132002.7,1,0,1,28204.98,0,1,0,1,0,1
714,53,1,99141.86,1,1,1,72496.05,0,1,0,0,1,1
706,46,2,127660.46,2,1,0,150156.82,0,0,1,1,0,1
476,34,8,111905.43,1,0,1,197221.81,0,1,0,1,0,1
538,68,9,0.0,2,1,0,110440.5,0,0,1,0,1,1
544,44,2,108895.93,1,0,0,69228.2,0,1,0,0,1,1
692,31,2,0.0,2,1,0,91829.17,1,0,0,1,0,1
705,35,5,0.0,1,1,0,133991.11,1,0,0,1,0,1
727,52,1,154733.97,1,1,0,80259.67,0,0,1,1,0,1
616,43,3,120867.18,1,1,0,18761.92,0,0,1,1,0,1
580,38,9,115442.19,2,1,0,128481.5,0,1,0,0,1,1
554,30,6,135370.12,1,1,1,179689.05,0,0,1,0,1,1
720,46,3,97042.6,1,1,1,133516.51,0,1,0,0,1,1
615,24,8,108528.07,2,0,0,179488.41,0,1,0,0,1,1
563,35,2,183572.84,1,1,1,66006.75,1,0,0,1,0,1
546,45,2,0.0,1,0,0,197789.83,0,0,1,1,0,1
670,45,9,104930.38,1,1,0,155921.81,1,0,0,1,0,1
710,46,10,120530.34,1,1,0,166586.99,0,1,0,1,0,1
657,42,5,41473.33,1,1,0,112979.6,0,0,1,0,1,1
698,64,1,169362.43,1,1,0,84760.32,0,1,0,1,0,1
736,24,0,0.0,2,1,0,109355.73,1,0,0,1,0,1
666,50,7,109062.28,1,1,1,140136.1,0,1,0,1,0,1
812,49,8,66079.45,2,0,0,91556.57,0,0,1,1,0,1
612,33,5,69478.57,1,1,0,8973.67,0,0,1,0,1,1
516,53,1,156674.2,1,1,0,118502.34,0,1,0,1,0,1
539,38,8,105435.74,1,0,0,80575.44,0,1,0,1,0,1
666,51,2,148222.65,1,0,0,156953.54,1,0,0,0,1,1
850,39,6,206014.94,2,0,1,42774.84,0,0,1,0,1,1
727,37,9,101191.83,1,1,1,34551.35,0,1,0,0,1,1
688,35,6,0.0,1,1,0,25488.43,0,0,1,1,0,1
528,62,7,133201.17,1,0,0,168507.68,0,1,0,1,0,1
705,64,3,153469.26,3,0,0,146573.66,0,1,0,1,0,1
534,52,1,0.0,3,1,1,104035.41,1,0,0,0,1,1
834,36,8,142882.49,1,1,0,89983.02,1,0,0,0,1,1
706,46,4,105214.58,1,1,0,108699.59,0,1,0,1,0,1
748,49,7,29602.08,1,0,0,163550.58,1,0,0,1,0,1
708,47,0,126589.12,2,0,1,132730.07,1,0,0,1,0,1
629,46,1,130666.2,1,1,1,161125.67,1,0,0,0,1,1
850,49,8,98649.55,1,1,0,119174.88,0,1,0,0,1,1
597,60,0,131778.08,1,0,0,10703.53,1,0,0,1,0,1
489,51,3,0.0,2,0,1,174098.28,1,0,0,1,0,1
578,31,5,102088.68,4,0,0,187866.21,0,1,0,1,0,1
771,45,0,139825.56,1,0,0,170984.97,0,0,1,0,1,1
537,48,4,131834.8,1,1,0,166476.95,0,1,0,0,1,1
566,35,1,123042.0,1,1,0,66245.44,0,1,0,1,0,1
683,42,4,148283.94,1,1,1,44692.63,1,0,0,1,0,1
619,38,1,0.0,1,1,0,112442.63,0,0,1,1,0,1
638,53,1,123916.67,1,1,0,16657.68,0,1,0,1,0,1
768,49,1,133384.66,1,1,0,102397.22,0,1,0,0,1,1
708,59,2,0.0,1,1,0,179673.11,1,0,0,1,0,1
850,53,7,65407.16,2,0,0,182633.63,0,0,1,1,0,1
664,53,7,187602.18,1,1,0,186392.99,0,0,1,1,0,1
745,32,2,0.0,4,0,1,179705.13,1,0,0,1,0,1
636,52,4,111284.53,1,0,1,32936.44,0,0,1,0,1,1
531,53,5,127642.44,1,1,0,141501.45,1,0,0,1,0,1
587,44,5,125584.17,2,1,1,41852.24,0,1,0,1,0,1
669,50,4,149713.61,3,1,1,124872.42,1,0,0,0,1,1
648,43,1,107963.38,1,0,0,186438.86,0,1,0,1,0,1
783,44,3,81811.71,1,1,0,164213.53,0,0,1,1,0,1
691,41,8,109153.96,3,1,1,148848.76,0,1,0,1,0,1
707,51,10,98438.23,1,0,0,70778.63,0,1,0,1,0,1
803,32,9,192122.84,1,1,1,54277.45,1,0,0,1,0,1
673,59,0,178058.06,2,0,1,21063.71,1,0,0,0,1,1
540,48,2,109349.29,1,1,0,88703.04,1,0,0,0,1,1
640,43,9,172478.15,1,1,0,191084.4,0,0,1,0,1,1
466,41,3,33563.95,2,1,0,178994.13,1,0,0,1,0,1
606,47,3,93578.68,2,0,1,137720.56,1,0,0,0,1,1
722,43,1,0.0,1,1,0,44560.17,0,0,1,0,1,1
575,49,7,121205.15,4,1,1,168080.53,0,1,0,0,1,1
480,47,8,75408.33,1,1,0,25887.89,0,0,1,0,1,1
672,40,3,0.0,1,1,0,113171.61,1,0,0,1,0,1
491,68,1,95039.12,1,0,1,116471.14,0,1,0,1,0,1
728,37,3,122689.51,2,0,0,106977.53,1,0,0,0,1,1
769,34,7,137239.17,1,1,1,71379.92,0,1,0,1,0,1
753,46,3,111512.75,3,1,0,159576.75,0,1,0,1,0,1
587,45,8,134980.74,1,1,1,123309.57,0,1,0,1,0,1
543,42,4,89838.71,3,1,0,85983.54,1,0,0,0,1,1
542,54,8,105770.14,1,0,1,140929.98,0,0,1,0,1,1
850,55,10,98488.08,1,1,0,155879.57,1,0,0,1,0,1
698,51,6,144237.91,4,1,0,157143.61,1,0,0,1,0,1
700,47,4,0.0,1,1,0,121798.52,0,0,1,0,1,1
646,31,2,0.0,1,1,1,170821.43,0,0,1,0,1,1
726,29,7,0.0,2,1,1,91844.14,1,0,0,0,1,1
764,39,9,138341.51,1,1,0,50072.94,0,1,0,1,0,1
683,30,2,0.0,2,0,1,100496.84,1,0,0,1,0,1
742,55,5,155196.17,1,0,1,121207.66,0,1,0,0,1,1
645,68,9,0.0,4,1,1,176353.87,1,0,0,1,0,1
655,40,0,81954.6,1,1,1,198798.44,0,1,0,1,0,1
713,48,1,163760.82,1,0,0,157381.14,0,0,1,1,0,1
547,44,5,0.0,3,0,0,5459.07,0,0,1,1,0,1
721,40,6,100275.88,1,1,0,138564.48,0,1,0,0,1,1
850,47,6,0.0,1,1,0,187391.02,1,0,0,0,1,1
569,28,3,100032.52,1,1,0,5159.21,0,1,0,1,0,1
795,56,9,94348.94,1,1,0,29239.29,0,1,0,1,0,1
534,49,7,0.0,1,1,0,13566.48,1,0,0,1,0,1
743,45,10,144677.19,3,1,0,22512.44,0,1,0,0,1,1
529,43,0,123815.86,1,1,1,78463.99,1,0,0,1,0,1
637,46,2,143500.82,1,1,0,166996.46,0,1,0,1,0,1
496,55,4,125292.53,1,1,1,31532.96,0,1,0,1,0,1
592,35,6,80285.16,1,1,0,72678.75,0,0,1,0,1,1
575,52,8,123925.23,1,0,0,111342.66,0,0,1,0,1,1
642,48,9,118317.27,4,0,0,78702.98,1,0,0,0,1,1
574,54,1,99774.5,1,0,0,4896.11,0,1,0,0,1,1
735,38,1,0.0,3,0,0,92220.12,1,0,0,1,0,1
831,44,3,111100.98,1,1,1,28144.07,0,1,0,0,1,1
740,56,4,99097.33,1,1,1,85016.64,0,0,1,1,0,1
690,43,2,166522.78,1,0,0,119644.59,0,1,0,0,1,1
613,43,10,120481.69,1,0,0,94875.03,0,1,0,1,0,1
608,44,5,126147.84,1,0,1,132424.69,0,1,0,1,0,1
805,45,9,116585.97,1,1,0,189428.75,0,1,0,1,0,1
828,47,1,109876.82,2,1,0,83611.45,0,0,1,0,1,1
580,36,6,145387.32,2,1,1,169963.2,0,1,0,1,0,1
583,40,3,54428.37,1,1,0,109638.78,0,0,1,1,0,1
588,48,1,143279.58,2,1,0,31580.8,0,1,0,1,0,1
648,32,8,157138.99,3,1,0,190994.48,0,1,0,1,0,1
682,35,2,181166.44,1,1,1,63737.19,1,0,0,1,0,1
688,38,7,148045.68,1,1,0,175479.92,1,0,0,0,1,1
850,36,5,119984.07,1,1,0,191535.11,0,1,0,0,1,1
771,56,2,0.0,1,1,1,25222.6,0,0,1,1,0,1
569,35,2,109196.66,3,1,0,109393.19,0,1,0,0,1,1
492,52,8,125396.24,1,1,0,10014.72,0,1,0,1,0,1
626,43,4,137638.69,1,1,0,130442.08,1,0,0,0,1,1
644,44,5,73348.56,1,1,0,157166.79,1,0,0,0,1,1
477,24,2,95675.62,2,0,0,162699.7,0,1,0,1,0,1
616,36,6,0.0,1,1,1,12916.32,0,0,1,1,0,1
717,42,5,190305.78,1,1,0,99347.8,0,0,1,1,0,1
526,35,9,118536.4,1,1,0,40980.87,0,1,0,1,0,1
615,61,1,104267.7,1,1,0,62845.64,1,0,0,1,0,1
644,46,6,12459.19,1,0,0,156787.34,0,0,1,1,0,1
660,35,9,113948.58,1,1,0,188891.96,0,1,0,0,1,1
832,61,2,0.0,1,0,1,127804.66,1,0,0,0,1,1
593,39,8,151391.68,1,1,0,27274.6,0,1,0,1,0,1
689,55,1,76296.81,1,1,0,42364.75,0,1,0,1,0,1
809,42,6,64497.94,3,0,1,182436.81,0,1,0,1,0,1
625,45,3,0.0,1,1,1,184474.15,1,0,0,1,0,1
584,50,1,0.0,1,0,1,152567.75,0,0,1,1,0,1
684,60,2,116563.58,1,1,0,120257.7,1,0,0,0,1,1
607,62,8,108004.64,1,1,1,23386.77,0,0,1,1,0,1
669,51,3,88827.53,1,0,0,85250.77,0,0,1,0,1,1
517,45,4,0.0,1,0,0,172674.36,1,0,0,1,0,1
479,33,2,208165.53,1,0,0,50774.81,1,0,0,1,0,1
443,54,3,138547.97,1,1,1,70196.23,1,0,0,1,0,1
570,29,4,153040.03,1,1,1,131363.57,1,0,0,1,0,1
692,45,6,142084.04,4,1,0,188305.85,0,1,0,0,1,1
679,47,10,198546.1,2,1,0,191198.92,1,0,0,0,1,1
555,44,3,105770.7,3,1,0,60533.96,1,0,0,1,0,1
595,53,7,0.0,2,1,0,41371.68,1,0,0,1,0,1
577,43,3,127940.47,1,0,0,125140.72,0,1,0,1,0,1
588,22,9,67178.19,1,1,1,163534.75,0,0,1,1,0,1
590,29,10,0.0,1,1,1,51907.72,0,0,1,0,1,1
579,42,0,144386.32,1,1,1,22497.1,0,1,0,0,1,1
775,30,5,0.0,1,1,0,193880.6,1,0,0,1,0,1
520,45,1,123086.39,1,1,1,41042.4,0,1,0,1,0,1
786,33,0,83036.05,1,0,1,154990.58,1,0,0,1,0,1
646,50,5,142644.64,2,1,1,142208.5,0,0,1,1,0,1
659,44,9,23503.31,1,0,1,169862.01,1,0,0,1,0,1
668,56,9,110993.79,1,1,0,134396.64,0,1,0,0,1,1
526,52,8,93590.47,1,0,1,21228.71,1,0,0,0,1,1
532,52,9,137755.76,1,1,0,163191.99,0,1,0,0,1,1
736,50,9,116309.01,1,1,0,185360.4,0,1,0,0,1,1
581,26,3,105099.45,1,1,1,184520.0,0,1,0,1,0,1
619,44,3,116967.68,1,1,0,5075.17,1,0,0,0,1,1
652,51,3,0.0,1,1,0,173989.47,1,0,0,1,0,1
731,37,3,116880.53,1,0,0,172718.35,0,1,0,0,1,1
775,48,4,178144.91,2,0,0,50168.41,0,0,1,0,1,1
835,47,5,108289.28,2,1,1,45859.55,0,1,0,1,0,1
762,46,6,123571.77,3,0,1,57014.17,0,1,0,0,1,1
547,55,4,111362.76,3,1,0,16922.28,0,1,0,0,1,1
705,48,9,114169.16,1,0,0,173273.2,0,1,0,0,1,1
747,49,6,202904.64,1,1,1,17298.72,1,0,0,0,1,1
554,54,6,108755.0,1,1,0,40914.32,0,1,0,1,0,1
844,41,10,76319.64,1,1,1,141175.18,1,0,0,1,0,1
559,67,9,125919.35,1,1,0,175910.95,0,0,1,0,1,1
738,57,9,148384.64,1,0,0,155047.11,0,1,0,1,0,1
627,55,6,0.0,1,0,0,91943.94,0,0,1,1,0,1
700,46,5,95872.86,1,1,0,98273.01,1,0,0,0,1,1
850,55,0,98710.89,1,1,1,83617.17,0,1,0,0,1,1
806,30,8,168078.83,1,1,0,85028.36,0,1,0,0,1,1
743,43,5,0.0,2,0,0,113079.19,1,0,0,0,1,1
627,39,5,124586.93,1,1,0,93132.61,0,1,0,1,0,1
632,37,1,138207.08,1,1,0,60778.11,0,0,1,0,1,1
678,32,4,139626.01,1,1,1,118235.52,0,1,0,0,1,1
617,39,5,83348.89,3,1,0,7953.62,0,1,0,1,0,1
585,56,1,128472.8,1,1,0,186476.91,0,0,1,1,0,1
521,49,4,82940.25,2,0,0,62413.01,0,0,1,1,0,1
651,35,1,163700.78,3,1,1,29583.48,0,1,0,1,0,1
546,34,4,165363.31,2,1,1,25744.13,1,0,0,0,1,1
637,39,3,109698.41,1,1,1,88391.29,0,1,0,1,0,1
445,48,7,168286.58,1,1,0,16645.77,0,1,0,1,0,1
662,54,1,187997.15,1,0,0,111442.71,0,0,1,1,0,1
581,38,1,133105.47,1,1,0,105732.9,0,1,0,0,1,1
595,46,10,0.0,1,1,0,73489.15,1,0,0,0,1,1
794,55,6,115796.7,1,1,0,160526.36,0,1,0,1,0,1
576,71,6,140273.47,1,1,1,193135.25,0,1,0,1,0,1
747,40,3,0.0,1,0,0,57817.84,1,0,0,1,0,1
477,22,5,82559.42,2,0,0,163112.9,1,0,0,0,1,1
591,51,8,132508.3,1,1,1,161304.68,0,1,0,1,0,1
681,49,8,142946.18,1,0,0,187280.51,0,1,0,0,1,1
436,45,3,104339.11,2,1,1,183540.22,0,1,0,0,1,1
607,39,8,105103.33,1,1,0,104721.5,0,1,0,1,0,1
663,58,5,216109.88,1,0,1,74176.71,0,0,1,1,0,1
628,50,8,0.0,1,0,0,144366.83,0,0,1,0,1,1
745,36,9,0.0,1,1,0,19605.18,1,0,0,1,0,1
454,50,10,92895.56,1,1,0,154344.0,0,1,0,1,0,1
707,57,1,92053.0,1,1,1,164064.44,1,0,0,1,0,1
604,53,2,121389.78,1,1,1,48201.64,1,0,0,1,0,1
656,48,9,0.0,2,1,1,85240.61,1,0,0,1,0,1
623,50,7,126608.37,1,0,1,645.61,0,1,0,0,1,1
637,43,8,0.0,1,1,0,12156.93,0,0,1,0,1,1
581,24,10,159203.71,1,1,1,102517.83,0,0,1,1,0,1
727,45,6,114422.85,2,1,1,104678.78,0,1,0,0,1,1
593,48,3,133903.12,2,1,1,85902.39,0,1,0,1,0,1
636,48,3,120568.41,1,1,0,190160.04,0,1,0,1,0,1
610,57,7,72092.95,4,0,1,113228.82,1,0,0,1,0,1
490,39,1,0.0,3,1,0,171060.01,1,0,0,0,1,1
569,66,2,0.0,1,1,0,130784.2,1,0,0,0,1,1
564,36,7,206329.65,1,1,1,46632.87,1,0,0,1,0,1
628,39,1,115341.19,1,1,1,107674.3,0,1,0,0,1,1
750,33,3,161801.47,1,0,1,153288.97,0,0,1,1,0,1
576,55,6,44582.07,3,0,1,67539.85,1,0,0,1,0,1
595,52,9,0.0,1,1,1,106340.66,1,0,0,0,1,1
572,39,4,112290.22,1,1,0,49373.97,0,1,0,0,1,1
518,29,9,125961.74,2,1,0,160303.08,0,1,0,0,1,1
557,39,7,49572.73,1,1,0,115287.99,1,0,0,1,0,1
635,65,5,117325.54,1,1,0,155799.86,0,1,0,1,0,1
646,25,5,182876.88,2,1,1,42537.59,0,0,1,0,1,1
805,50,9,130023.38,1,1,0,62989.82,0,1,0,0,1,1
493,54,3,167831.88,2,1,0,150159.95,1,0,0,0,1,1
465,53,1,117438.17,1,0,0,74898.8,0,1,0,0,1,1
699,54,3,111009.32,1,1,1,155905.79,0,1,0,1,0,1
753,38,1,117314.92,1,1,0,122021.33,0,1,0,1,0,1
559,38,3,145874.35,1,1,0,56311.39,0,0,1,0,1,1
621,51,4,109978.83,1,0,0,177740.58,0,1,0,0,1,1
552,42,8,103362.14,1,0,1,186869.58,0,1,0,1,0,1
707,48,8,88441.64,1,1,1,119903.2,0,0,1,0,1,1
430,66,6,135392.31,2,1,1,172852.06,0,1,0,1,0,1
554,55,0,108477.27,1,0,1,140003.0,0,1,0,1,0,1
434,55,8,109339.17,2,1,0,96405.88,0,1,0,0,1,1
525,59,6,55328.4,1,1,0,83342.73,1,0,0,1,0,1
736,42,7,117280.23,3,0,0,41921.06,1,0,0,1,0,1
711,25,5,190066.54,1,0,0,51345.39,1,0,0,1,0,1
484,55,8,149349.58,3,0,0,137519.92,0,1,0,1,0,1
580,45,8,103741.14,1,1,0,47428.73,0,1,0,0,1,1
664,44,7,77526.66,3,0,0,57338.56,0,0,1,0,1,1
582,40,3,110150.43,1,1,1,191757.65,0,1,0,1,0,1
779,55,0,133295.98,1,1,0,22832.71,0,0,1,1,0,1
600,58,8,118723.11,1,0,0,6209.51,0,1,0,1,0,1
581,44,7,189318.16,2,1,0,45026.23,0,0,1,1,0,1
599,33,4,51690.89,1,1,0,111622.76,0,0,1,0,1,1
713,32,1,117094.02,1,0,0,149558.83,1,0,0,1,0,1
650,42,4,194532.66,1,1,0,171045.31,0,0,1,0,1,1
850,56,1,169743.83,1,0,0,155850.4,0,1,0,0,1,1
708,54,8,145151.4,1,0,1,125311.17,0,1,0,1,0,1
850,54,7,108185.81,2,0,0,24093.4,0,0,1,0,1,1
596,21,4,210433.08,2,0,1,197297.77,1,0,0,0,1,1
568,36,10,153610.61,1,1,1,54083.8,0,0,1,1,0,1
620,25,8,141825.88,1,1,1,73857.94,0,1,0,1,0,1
721,45,7,138523.2,1,0,0,59604.45,0,1,0,1,0,1
762,35,1,117458.51,1,0,1,178361.48,0,1,0,0,1,1
570,38,1,127201.58,1,1,0,147168.28,0,1,0,0,1,1
779,37,2,128389.63,1,1,1,6589.16,0,1,0,1,0,1
610,50,5,130554.51,3,1,0,184758.17,0,0,1,1,0,1
691,36,7,129934.64,1,0,0,75664.56,0,0,1,0,1,1
778,35,1,151958.19,3,1,1,131238.37,0,1,0,1,0,1
768,37,9,108308.11,1,1,0,41788.25,0,1,0,0,1,1
704,50,4,165438.26,1,1,0,120770.75,1,0,0,0,1,1
651,56,4,0.0,1,0,0,84383.22,1,0,0,1,0,1
609,71,6,113317.1,1,1,0,108258.22,0,1,0,1,0,1
721,32,10,0.0,1,1,0,136119.96,0,0,1,1,0,1
654,32,2,0.0,1,1,1,51972.92,0,0,1,1,0,1
630,51,0,108449.23,3,0,0,88372.69,0,1,0,1,0,1
622,36,0,108960.0,2,1,0,111180.3,0,0,1,1,0,1
598,38,1,101487.18,1,1,1,75959.1,0,1,0,0,1,1
708,52,10,105355.81,1,1,0,123.07,1,0,0,0,1,1
697,32,7,175464.85,3,1,0,116442.42,1,0,0,0,1,1
490,40,1,0.0,1,1,1,49594.19,1,0,0,1,0,1
691,60,6,101070.69,1,1,0,177355.8,1,0,0,1,0,1
661,47,0,109493.62,1,0,0,188324.01,0,1,0,1,0,1
706,53,3,0.0,3,0,0,88479.02,0,0,1,1,0,1
405,39,10,0.0,1,1,0,160810.85,1,0,0,0,1,1
641,33,2,146193.6,2,1,1,55796.83,1,0,0,0,1,1
723,47,10,90450.0,2,0,0,103379.31,0,1,0,1,0,1
592,60,9,0.0,4,1,1,13614.01,1,0,0,0,1,1
777,29,9,131240.61,1,1,1,163746.09,1,0,0,1,0,1
517,62,1,43772.66,3,1,0,187756.24,1,0,0,0,1,1
740,60,5,108028.08,2,0,0,25980.42,1,0,0,1,0,1
842,44,3,141252.18,4,0,1,128521.16,1,0,0,0,1,1
850,35,2,128548.49,4,1,0,75478.95,1,0,0,1,0,1
694,58,1,143212.22,1,0,0,102628.56,0,1,0,1,0,1
665,51,8,0.0,1,1,1,38928.48,0,0,1,1,0,1
842,35,9,119948.09,1,1,0,48217.97,0,1,0,1,0,1
785,38,1,0.0,1,1,0,134964.85,1,0,0,1,0,1
549,55,1,137592.31,2,0,1,116548.02,0,1,0,1,0,1
764,34,6,108760.27,2,1,0,166324.79,0,1,0,0,1,1
561,49,1,102025.32,1,1,0,133051.64,0,1,0,1,0,1
636,67,7,136709.35,1,0,1,66753.1,0,1,0,0,1,1
698,52,1,107906.75,1,1,0,168886.39,0,1,0,1,0,1
684,63,3,81245.79,1,1,0,69643.31,0,1,0,1,0,1
594,23,4,104753.84,2,1,0,56756.52,0,1,0,1,0,1
573,46,3,65269.23,1,0,1,189988.65,0,0,1,0,1,1
703,56,9,0.0,1,0,0,85547.33,1,0,0,0,1,1
850,48,2,0.0,1,1,0,169425.3,0,0,1,0,1,1
730,47,7,0.0,1,1,0,33373.26,1,0,0,1,0,1
638,36,6,188455.19,1,0,0,47031.4,1,0,0,0,1,1
706,67,1,123276.69,2,1,1,86507.88,0,1,0,0,1,1
567,54,5,92316.31,2,1,0,158590.66,0,0,1,1,0,1
637,30,1,122185.53,1,1,0,102566.46,0,1,0,0,1,1
532,42,1,159024.71,1,1,0,100982.93,1,0,0,0,1,1
520,39,1,73493.17,1,0,1,109626.13,1,0,0,1,0,1
530,52,1,106723.28,1,0,0,109960.4,1,0,0,0,1,1
625,51,4,124620.01,2,1,0,92243.94,1,0,0,1,0,1
637,49,2,108204.52,1,1,0,169037.84,0,1,0,0,1,1
716,50,2,119655.77,1,1,1,12944.17,0,1,0,0,1,1
829,28,3,132405.52,3,1,0,104889.2,0,1,0,0,1,1
603,57,6,105000.85,2,1,1,87412.24,0,0,1,0,1,1
592,38,3,0.0,1,1,1,12905.89,0,0,1,0,1,1
698,50,1,0.0,4,1,0,88566.9,0,0,1,1,0,1
606,37,6,82373.94,1,0,0,172526.9,1,0,0,0,1,1
835,23,9,0.0,1,1,0,19793.73,1,0,0,0,1,1
652,31,3,103696.97,3,0,0,155221.05,1,0,0,1,0,1
730,33,7,130367.87,1,1,0,15142.1,0,1,0,1,0,1
730,39,6,140094.59,1,1,0,172450.04,0,0,1,1,0,1
430,49,3,137115.16,1,1,0,146516.86,0,1,0,0,1,1
609,48,1,108019.27,3,1,1,184524.65,1,0,0,0,1,1
780,51,4,126725.25,1,1,0,195259.31,0,1,0,0,1,1
581,43,5,93259.57,3,1,0,141035.65,0,1,0,1,0,1
659,60,2,0.0,1,1,0,177480.45,0,0,1,0,1,1
564,53,2,45472.28,1,1,1,41055.71,1,0,0,1,0,1
729,39,6,127415.85,1,1,1,184977.2,0,1,0,0,1,1
410,33,6,125789.69,1,0,0,66333.56,1,0,0,0,1,1
642,39,8,128264.03,1,1,0,61792.76,0,1,0,1,0,1
606,25,3,147386.72,3,1,0,45482.04,0,0,1,1,0,1
767,47,5,0.0,1,1,0,121964.46,0,0,1,0,1,1
443,59,4,110939.3,1,1,0,72846.58,0,1,0,0,1,1
670,57,3,175575.95,2,1,0,99061.75,0,0,1,1,0,1
766,47,9,129289.98,1,1,0,169935.46,0,1,0,0,1,1
478,50,2,0.0,1,0,1,93332.64,1,0,0,1,0,1
750,36,7,136492.92,3,1,1,26500.29,1,0,0,0,1,1
618,40,0,140306.38,1,1,0,160618.61,0,1,0,1,0,1
644,51,4,95560.04,1,0,0,72628.84,0,1,0,1,0,1
746,58,3,0.0,3,1,1,80344.96,1,0,0,0,1,1
849,49,9,132934.89,1,1,0,171056.65,0,1,0,1,0,1
520,43,3,150805.17,3,0,1,25333.03,0,1,0,0,1,1
642,36,2,124495.98,3,1,1,57904.22,0,1,0,1,0,1
703,39,1,141559.5,1,1,1,31257.1,0,1,0,0,1,1
622,34,7,98675.74,1,1,0,138906.85,0,1,0,1,0,1
660,48,0,90044.32,2,0,1,187604.97,1,0,0,1,0,1
769,60,9,148846.39,1,1,0,192831.67,0,1,0,0,1,1
607,48,4,112070.86,3,1,0,173568.3,1,0,0,1,0,1
630,29,6,131354.39,1,0,1,9324.31,0,1,0,0,1,1
767,45,7,132746.2,2,1,0,26628.88,0,1,0,1,0,1
612,52,5,144772.69,1,0,0,98302.57,0,0,1,1,0,1
479,47,6,121797.09,1,0,1,5811.9,1,0,0,0,1,1
638,43,3,145860.98,1,1,1,142763.51,1,0,0,1,0,1
744,46,1,0.0,3,1,1,177431.59,0,0,1,1,0,1
567,41,9,137891.35,1,1,0,142009.46,1,0,0,1,0,1
650,28,5,122034.4,3,0,1,146663.43,0,1,0,1,0,1
526,49,2,0.0,1,1,0,114539.67,0,0,1,0,1,1
598,40,2,171178.25,1,1,0,137980.58,1,0,0,1,0,1
525,51,10,0.0,3,1,0,171045.35,1,0,0,0,1,1
738,40,6,114940.67,2,1,1,194895.57,0,1,0,1,0,1
592,70,5,71816.74,2,1,0,105096.82,0,1,0,1,0,1
746,48,5,165282.42,1,1,0,153786.46,1,0,0,0,1,1
753,46,9,113909.69,3,1,0,92320.37,0,1,0,1,0,1
696,42,4,0.0,1,0,0,126353.13,1,0,0,0,1,1
624,42,3,145155.37,1,1,0,72169.95,1,0,0,0,1,1
690,54,1,144027.8,1,1,1,108731.02,0,1,0,1,0,1
597,43,2,85162.26,1,0,1,5104.08,0,0,1,0,1,1
680,30,4,108300.27,2,0,1,44384.57,0,1,0,0,1,1
687,47,1,91219.29,1,0,0,158845.49,0,1,0,1,0,1
771,41,10,108309.0,4,1,1,137510.41,1,0,0,1,0,1
758,23,5,122739.1,1,1,0,102460.84,0,1,0,1,0,1
634,53,3,113781.5,2,1,1,106345.05,0,1,0,1,0,1
